aX,aY,aZ,gX,gY,gZ
-1.578,-1.782,2.644,-120.400,307.510,45.220
-1.574,-1.700,2.707,-112.630,240.800,-23.870
-1.568,-1.508,2.595,-97.650,208.810,-78.470
-1.497,-1.390,2.518,-81.060,148.680,-101.150
-1.362,-1.167,2.362,-74.480,90.580,-140.420
-1.308,-1.048,2.161,-51.380,64.260,-167.090
-1.233,-0.827,2.085,-25.760,12.460,-178.290
-1.168,-0.641,1.927,-18.690,-26.950,-198.170
-1.121,-0.555,1.783,-11.970,-45.500,-212.660
-1.011,-0.388,1.707,-5.390,-77.350,-216.860
-0.957,-0.244,1.560,-1.330,-105.770,-223.230
-0.881,-0.172,1.402,11.340,-117.390,-224.350
-0.827,-0.050,1.334,17.780,-133.350,-225.330
-0.801,0.061,1.202,17.360,-137.760,-224.350
-0.715,0.117,1.093,17.080,-142.100,-221.620
-0.619,0.211,1.038,16.870,-144.550,-214.480
-0.581,0.292,0.931,14.980,-143.360,-205.730
-0.508,0.328,0.838,8.820,-134.680,-200.760
-0.433,0.414,0.798,7.350,-124.320,-185.430
-0.380,0.475,0.736,7.210,-118.580,-167.440
-0.305,0.503,0.711,-3.920,-103.740,-158.130
-0.280,0.564,0.644,-10.710,-82.110,-135.870
-0.254,0.592,0.593,-15.540,-71.330,-105.630
-0.170,0.630,0.583,-11.060,-52.360,-89.670
-0.087,0.629,0.584,-11.900,-33.740,-58.590
-0.062,0.628,0.576,-18.620,-24.920,-25.200
-0.032,0.617,0.563,-8.820,-8.190,-7.700
-0.021,0.565,0.573,-3.360,0.630,23.380
-0.004,0.520,0.634,-1.120,18.480,36.610
0.016,0.397,0.677,-2.240,31.850,59.360
0.015,0.277,0.751,0.420,36.610,79.520
-0.014,0.219,0.825,3.570,44.800,87.430
-0.036,0.100,0.858,0.490,53.550,97.720
-0.041,-0.001,0.907,-3.430,56.910,103.320
-0.057,-0.047,0.933,-1.750,61.740,104.370
-0.073,-0.128,1.001,-4.690,64.890,103.810
-0.067,-0.166,1.056,-10.710,65.870,100.030
-0.049,-0.235,1.079,-10.990,63.560,97.860
-0.046,-0.281,1.121,-7.770,57.400,95.620
-0.032,-0.311,1.165,-2.030,53.900,93.870
-0.033,-0.365,1.180,-4.620,47.880,88.200
-0.037,-0.408,1.197,-2.870,44.870,82.880
-0.011,-0.433,1.231,1.540,36.050,79.170
0.012,-0.479,1.236,2.100,25.970,70.840
0.011,-0.513,1.232,4.830,21.560,60.900
-0.005,-0.529,1.231,4.060,14.350,54.740
-0.025,-0.551,1.215,2.450,9.870,42.350
-0.024,-0.556,1.200,2.170,7.210,31.500
-0.031,-0.554,1.192,7.560,0.700,26.810
-0.029,-0.561,1.175,8.750,-4.200,15.120
-0.035,-0.560,1.148,6.440,-6.020,9.450
-0.053,-0.534,1.122,8.120,-10.360,0.910
-0.061,-0.508,1.079,16.730,-11.970,-6.930
-0.048,-0.497,1.049,11.970,-12.390,-11.900
-0.045,-0.455,1.019,10.640,-11.830,-19.180
-0.038,-0.413,0.987,13.860,-11.340,-26.950
0.027,-0.397,0.983,5.880,-10.150,-31.640
0.051,-0.342,0.940,3.360,-8.050,-40.740
0.038,-0.307,0.895,0.700,-5.250,-49.070
0.034,-0.232,0.882,-6.020,2.940,-52.710
0.041,-0.157,0.867,-8.260,10.780,-58.380
0.041,-0.120,0.863,-13.580,15.120,-60.410
0.022,-0.043,0.862,-21.910,25.340,-61.950
0.013,0.031,0.869,-26.740,30.730,-58.170
0.048,0.061,0.886,-28.490,37.800,-54.180
0.080,0.110,0.896,-24.710,38.640,-43.120
0.074,0.142,0.915,-24.360,39.830,-29.120
0.029,0.159,0.909,-19.390,43.050,-20.160
-0.005,0.166,0.923,-12.950,44.870,-2.590
-0.015,0.149,0.984,-14.490,46.900,9.520
-0.093,0.106,1.002,-19.460,49.980,16.520
-0.070,0.032,1.012,-10.150,52.080,27.300
-0.074,-0.013,1.117,-6.300,49.630,49.280
-0.133,-0.073,1.129,2.870,44.380,40.040
-0.155,-0.151,1.173,6.790,40.880,44.450

-2.274,-2.288,-0.552,-112.000,-8.680,-410.130
-2.389,-2.306,-0.589,-109.130,-2.940,-435.470
-2.428,-2.292,-0.667,-107.170,4.340,-486.360
-2.477,-2.275,-0.753,-105.070,10.220,-512.260
-2.576,-2.213,-0.790,-105.280,24.500,-564.480
-2.632,-2.108,-0.851,-105.980,50.680,-616.210
-2.765,-2.046,-0.917,-113.190,54.180,-642.530
-2.928,-1.884,-0.951,-110.600,81.130,-692.650
-2.971,-1.725,-0.952,-112.770,97.650,-742.280
-3.026,-1.634,-0.884,-127.960,130.760,-765.800
-3.095,-1.441,-0.863,-134.540,161.210,-811.580
-3.092,-1.268,-0.834,-142.940,176.610,-858.760
-3.036,-1.180,-0.799,-159.320,208.040,-883.330
-2.935,-0.998,-0.796,-170.100,241.150,-934.570
-2.868,-0.801,-0.789,-192.430,256.830,-988.050
-2.777,-0.688,-0.793,-207.410,282.520,-1015.070
-2.738,-0.417,-0.836,-214.690,314.510,-1060.640
-2.678,-0.124,-0.852,-234.780,331.380,-1092.980
-2.611,0.030,-0.861,-257.530,368.970,-1102.290
-2.575,0.339,-0.917,-266.630,422.940,-1106.630
-2.572,0.608,-0.874,-287.630,453.110,-1098.720
-2.549,0.739,-0.831,-332.290,517.020,-1091.860
-2.452,0.955,-0.769,-354.130,585.270,-1071.980
-2.378,1.044,-0.713,-384.020,620.200,-1049.580
-2.280,1.214,-0.649,-402.500,689.080,-1035.020
-2.318,1.405,-0.478,-412.440,752.640,-994.700
-2.331,1.500,-0.289,-436.800,783.510,-933.450
-2.413,1.651,-0.181,-480.060,837.550,-900.270
-2.426,1.719,-0.113,-489.230,897.190,-829.640
-2.328,1.724,0.100,-486.570,922.880,-758.660
-2.253,1.754,0.261,-531.650,957.320,-718.270
-2.232,1.766,0.352,-548.170,999.810,-633.010
-2.239,1.734,0.565,-573.230,1017.660,-591.010
-2.530,1.731,0.855,-783.440,1044.820,-500.360
-2.745,1.684,1.055,-950.670,1098.090,-400.750
-2.761,1.647,0.688,-1076.880,1139.320,-343.140
-2.611,1.462,0.771,-1064.140,1179.570,-227.080
-2.502,1.256,1.026,-1058.680,1187.340,-112.000
-2.280,1.151,1.184,-1047.340,1196.370,-51.660
-2.193,0.892,1.243,-981.190,1191.470,64.610
-2.142,0.585,1.527,-935.060,1178.800,176.260
-1.887,0.381,1.733,-824.670,1142.540,225.540
-1.654,-0.063,1.853,-732.270,1076.880,303.870
-1.483,-0.529,2.170,-515.760,1046.430,350.000
-1.286,-0.780,2.845,-334.810,945.770,347.130
-1.644,-1.224,3.083,-268.520,786.520,303.310
-1.803,-1.434,3.258,-175.980,726.110,250.250
-1.739,-1.585,3.406,-142.590,610.400,210.490
-1.341,-1.825,3.697,-146.790,478.100,115.780
-1.186,-1.871,3.701,-153.790,410.900,21.700
-0.941,-1.819,3.639,-135.520,283.430,-22.400
-0.903,-1.555,3.421,-137.200,174.020,-103.320
-0.927,-1.350,2.980,-151.480,127.820,-164.430
-0.838,-0.949,2.740,-125.720,38.220,-186.760
-0.804,-0.575,2.322,-103.250,-38.360,-216.020
-0.808,-0.399,1.951,-68.530,-68.880,-225.190
-0.891,-0.065,1.781,-43.050,-115.360,-229.810
-0.924,0.204,1.464,-30.590,-145.110,-223.300
-0.995,0.332,1.196,-19.670,-152.460,-214.620
-1.041,0.539,1.066,-22.260,-153.300,-190.050
-1.033,0.689,0.847,-24.780,-149.520,-158.970
-0.995,0.750,0.670,-34.230,-133.840,-141.470
-0.958,0.838,0.588,-39.690,-109.480,-103.040
-0.934,0.901,0.447,-48.860,-95.760,-57.330
-0.821,0.913,0.335,-38.920,-66.990,-33.460
-0.765,0.908,0.302,-33.670,-35.490,14.980
-0.773,0.875,0.237,-30.800,-16.730,62.370
-0.803,0.840,0.209,-22.820,24.850,85.470
-0.793,0.706,0.207,-11.620,65.240,125.930
-0.787,0.610,0.387,-7.770,82.600,155.330
-0.834,0.415,0.466,-23.660,109.060,168.420
-0.884,0.253,0.532,-17.990,136.430,192.010
-0.878,0.171,0.702,-30.100,147.280,206.150
-0.827,-0.020,0.758,-35.700,164.010,208.460
-0.796,-0.197,0.896,-35.140,171.570,206.500
-0.735,-0.276,1.042,-36.960,173.250,202.930
-0.665,-0.442,1.122,-47.670,170.170,186.830
-0.622,-0.585,1.242,-52.430,167.510,164.080
-0.518,-0.647,1.366,-56.630,154.280,150.290
-0.431,-0.743,1.418,-61.950,136.990,120.190
-0.402,-0.797,1.501,-63.280,126.420,90.090
-0.369,-0.810,1.561,-58.450,104.160,75.320
-0.331,-0.816,1.602,-58.310,80.150,45.920
-0.311,-0.786,1.640,-64.540,67.830,20.720
-0.284,-0.754,1.639,-58.240,40.110,11.410
-0.254,-0.675,1.630,-52.150,10.290,-2.100
-0.245,-0.500,1.565,-44.590,-2.590,-9.100
-0.198,-0.524,1.515,-32.970,-25.690,-10.640
-0.175,-0.425,1.408,-26.600,-44.170,-9.240
-0.176,-0.383,1.293,-15.610,-51.100,-6.230
-0.156,-0.330,1.242,-1.470,-62.720,1.960
-0.134,-0.317,1.160,1.890,-66.710,10.500
-0.096,-0.317,1.067,7.560,-72.240,15.470
-0.094,-0.327,1.019,33.950,-75.740,27.300
-0.090,-0.368,0.962,30.100,-75.460,35.630
-0.079,-0.397,0.928,28.280,-71.330,37.450
-0.030,-0.461,0.910,25.690,-66.500,38.290
-0.011,-0.508,0.874,24.150,-64.050,37.100
-0.010,-0.529,0.858,20.230,-55.720,35.000
0.003,-0.568,0.838,16.800,-45.290,28.840
0.023,-0.585,0.817,15.540,-41.510,22.050
0.058,-0.598,0.811,17.010,-32.340,19.040
0.060,-0.602,0.811,17.780,-24.220,12.670
0.054,-0.605,0.813,13.510,-18.830,8.960
0.065,-0.613,0.818,2.870,-7.560,-0.910
0.082,-0.603,0.831,-1.260,14.770,-11.270
0.105,-0.583,0.837,-7.840,4.480,-15.470
0.107,-0.528,0.840,-11.550,12.460,-22.750
0.111,-0.464,0.851,-20.720,16.170,-28.490
0.094,-0.427,0.855,-26.880,24.360,-29.890
0.048,-0.355,0.865,-28.490,32.060,-29.610
0.045,-0.302,0.897,-26.390,35.140,-26.320
0.031,-0.279,0.924,-23.590,37.870,-23.380
0.014,-0.248,0.968,-21.980,37.450,-16.170
-0.008,-0.231,1.001,-13.650,35.560,-5.600
-0.063,-0.233,1.021,-2.240,30.380,-0.770
-0.080,-0.272,1.059,1.470,25.480,6.580
-0.105,-0.295,1.090,10.080,22.260,9.030
-0.165,-0.345,1.101,14.490,17.710,12.460

-2.413,1.849,1.033,-668.780,1143.030,-504.070
-2.348,1.837,1.280,-719.670,1155.070,-454.230
-2.264,1.736,1.370,-729.120,1150.660,-355.110
-2.285,1.736,2.071,-873.740,1140.510,-224.700
-2.110,1.505,1.774,-1173.760,1150.100,-193.270
-2.113,1.315,1.615,-1170.960,1149.820,-49.840
-1.975,0.901,1.632,-946.820,1105.720,55.860
-1.938,0.770,1.767,-596.680,1032.220,103.320
-1.922,0.515,2.052,-458.500,957.810,168.560
-1.937,0.237,2.667,-340.340,912.870,196.910
-1.928,0.096,2.840,-359.100,835.730,204.960
-1.782,-0.178,3.050,-358.190,732.340,213.710
-1.678,-0.455,3.121,-305.550,677.740,204.260
-1.464,-0.607,3.154,-236.180,578.550,194.600
-1.267,-0.832,3.273,-202.440,474.530,163.660
-1.151,-0.940,3.378,-147.980,419.720,115.990
-0.885,-1.093,3.403,-105.770,307.650,87.710
-0.802,-1.144,3.364,-89.250,197.680,26.180
-0.725,-1.117,3.169,-63.700,150.430,-21.770
-0.691,-0.937,3.052,-89.390,67.900,-59.220
-0.673,-0.677,2.682,-105.980,15.470,-103.670
-0.604,-0.541,2.282,-112.910,-27.020,-120.400
-0.560,-0.273,2.111,-91.910,-78.750,-140.700
-0.580,-0.020,1.808,-81.130,-99.820,-144.410
-0.629,0.091,1.540,-66.990,-129.010,-141.400
-0.651,0.277,1.416,-63.070,-144.760,-125.650
-0.640,0.414,1.190,-53.900,-148.960,-99.610
-0.593,0.464,1.002,-39.060,-153.650,-83.650
-0.581,0.527,0.913,-31.570,-150.710,-49.140
-0.581,0.544,0.752,-21.280,-145.180,-15.890
-0.554,0.533,0.679,-12.950,-128.100,-1.540
-0.461,0.487,0.584,-11.970,-109.060,23.030
-0.419,0.463,0.494,-7.980,-99.960,43.330
-0.341,0.402,0.458,-1.610,-80.920,50.190
-0.317,0.342,0.414,-6.370,-56.910,59.920
-0.326,0.319,0.338,-13.510,-42.700,63.840
-0.339,0.279,0.314,-13.090,-13.650,70.280
-0.354,0.235,0.300,-16.240,20.020,74.830
-0.350,0.212,0.302,-19.460,32.130,77.630
-0.354,0.161,0.314,-14.560,57.050,83.510
-0.368,0.090,0.387,-12.530,69.860,85.750
-0.421,0.055,0.478,-25.340,96.880,85.960
-0.468,-0.010,0.531,-30.450,120.260,85.960
-0.494,-0.059,0.649,-35.000,130.340,87.570
-0.535,-0.086,0.716,-36.960,147.140,87.640
-0.569,-0.143,0.849,-38.500,159.110,85.190
-0.588,-0.170,0.989,-41.720,162.610,78.260
-0.599,-0.218,1.051,-55.930,166.740,76.020
-0.484,-0.278,1.123,-48.650,161.490,68.880
-0.470,-0.303,1.276,-43.960,154.210,60.130
-0.446,-0.336,1.306,-40.110,140.700,55.790
-0.422,-0.382,1.381,-34.020,122.080,43.260
-0.407,-0.396,1.456,-35.070,111.930,35.980
-0.407,-0.406,1.469,-32.060,91.910,22.610
-0.411,-0.413,1.502,-31.780,82.180,7.350
-0.423,-0.408,1.511,-34.020,64.890,-0.140
-0.402,-0.390,1.517,-32.270,46.760,-14.420
-0.394,-0.351,1.530,-32.410,38.080,-27.300
-0.345,-0.317,1.403,-35.070,17.570,-30.940
-0.249,-0.235,1.454,-26.600,-3.780,-33.740
-0.217,-0.195,1.392,-15.470,-12.530,-34.370
-0.185,-0.116,1.348,-11.340,-26.040,-33.320
-0.148,-0.047,1.251,-8.050,-35.280,-28.140
-0.137,-0.023,1.169,-3.640,-38.570,-18.690
-0.135,0.005,1.127,1.680,-40.950,-14.210
-0.129,-0.004,1.063,0.700,-38.010,-7.560
-0.130,-0.009,1.013,-3.710,-35.420,-4.480
-0.110,-0.029,0.994,-4.690,-30.590,1.820
-0.099,-0.057,0.966,-4.480,-28.630,8.890
-0.086,-0.080,0.957,-1.050,-25.340,11.690
-0.069,-0.132,0.953,1.400,-24.500,15.680
-0.035,-0.156,0.947,8.190,-24.990,18.970
-0.009,-0.210,0.945,15.750,-27.160,18.760
-0.047,-0.241,0.930,11.270,-22.960,15.330
-0.055,-0.250,0.884,3.780,-20.650,11.970
-0.096,-0.257,0.867,6.020,-14.700,10.430
-0.109,-0.264,0.857,4.270,-6.090,4.690
-0.114,-0.268,0.857,-0.700,-1.190,1.120
-0.091,-0.262,0.865,-3.360,6.020,-4.970
-0.077,-0.232,0.871,-3.500,8.260,-8.190
-0.074,-0.221,0.882,-5.250,13.160,-10.290
-0.077,-0.186,0.906,-9.520,19.250,-13.720
-0.092,-0.162,0.922,-13.020,22.260,-13.860
-0.082,-0.125,0.943,-13.230,25.970,-13.370
-0.073,-0.102,0.987,-13.720,27.930,-11.060
-0.083,-0.092,1.023,-12.320,28.140,-6.860
-0.122,-0.087,1.040,-8.190,28.420,-5.110
-0.142,-0.107,1.093,-8.470,29.190,-2.730
-0.161,-0.120,1.148,-8.820,28.420,-1.890
-0.158,-0.147,1.172,-8.610,23.870,-0.840
-0.154,-0.174,1.211,-6.020,20.440,-0.420
-0.155,-0.187,1.229,-4.130,12.880,-0.630
-0.161,-0.199,1.246,-3.080,2.590,0.350
-0.151,-0.208,1.244,7.210,-3.500,-0.210
-0.141,-0.230,1.238,8.190,-13.790,-1.960
-0.151,-0.223,1.177,9.030,-19.390,-6.090
-0.161,-0.209,1.122,5.600,-20.790,-8.540
-0.148,-0.170,1.087,-0.070,-22.190,-11.830
-0.138,-0.127,1.011,-0.070,-22.330,-12.110
-0.144,-0.108,0.951,-1.190,-20.300,-12.110
-0.142,-0.081,0.928,-3.430,-15.540,-11.830
-0.128,-0.053,0.896,-5.110,-13.930,-9.380
-0.094,-0.044,0.887,-2.730,-11.620,-7.910
-0.100,-0.025,0.866,-2.310,-7.560,-3.640
-0.113,-0.019,0.848,-2.030,-3.920,16.380
-0.118,-0.015,0.846,-0.490,2.730,3.710
-0.120,-0.026,0.851,2.030,5.600,9.730
-0.128,-0.040,0.888,3.990,12.250,12.320
-0.158,-0.087,0.911,3.290,18.480,15.540
-0.170,-0.150,0.976,2.590,20.790,16.030
-0.194,-0.178,1.008,0.490,23.450,15.470
-0.216,-0.227,1.066,0.140,24.080,12.950
-0.232,-0.375,1.118,-2.100,24.290,8.120
-0.262,-0.282,1.144,-6.230,22.960,5.390
-0.262,-0.302,1.186,-6.860,18.830,-0.210
-0.253,-0.310,1.225,-6.860,15.330,-3.430
-0.257,-0.311,1.237,-6.440,7.560,-9.100
-0.258,-0.304,1.255,-4.760,3.220,-13.720
-0.248,-0.299,1.262,-2.100,-6.650,-15.890

-2.247,-2.546,0.262,-76.650,50.820,-581.280
-2.544,-2.510,0.234,-78.890,43.120,-606.690
-2.787,-2.509,0.181,-81.620,43.330,-661.780
-2.923,-2.504,0.158,-95.340,41.300,-691.810
-3.272,-2.473,0.132,-103.040,40.390,-755.930
-3.438,-2.413,0.081,-106.680,20.020,-828.170
-3.798,-2.351,0.005,-103.180,27.790,-865.480
-4.161,-2.176,-0.051,-112.700,7.770,-945.910
-4.297,-1.961,-0.224,-124.320,-3.220,-1036.980
-4.557,-1.829,-0.466,-162.470,-21.560,-1085.770
-4.864,-1.501,-0.630,-180.810,-22.400,-1181.390
-5.007,-1.117,-0.907,-220.290,-14.140,-1275.400
-5.364,-0.908,-1.176,-295.610,19.530,-1322.510
-5.695,-0.466,-1.356,-327.740,75.880,-1414.770
-5.844,0.015,-1.634,-382.410,115.080,-1502.760
-6.090,0.270,-1.859,-461.930,217.560,-1543.640
-6.383,0.819,-1.940,-490.000,347.970,-1613.850
-6.520,1.419,-1.908,-557.340,421.400,-1657.670
-6.811,1.713,-1.839,-679.280,585.060,-1671.390
-7.177,2.265,-1.739,-736.330,769.930,-1683.430
-7.401,2.777,-1.549,-829.780,867.090,-1668.730
-7.910,3.079,-1.356,-962.290,1080.450,-1643.110
-8.293,3.557,-0.903,-1055.810,1324.680,-1555.190
-8.464,4.068,-0.202,-1271.480,1449.210,-1362.830
-8.773,4.163,0.178,-1558.270,1691.340,-1243.060
-8.743,4.230,1.036,-1700.020,1905.120,-933.870
-8.263,4.328,2.526,-2275.840,1954.960,-522.550
-7.782,3.930,2.025,-2293.480,2105.600,-304.430
-7.285,3.373,2.220,-2293.480,2056.880,193.130
-7.095,3.017,1.998,-2290.260,1957.690,666.330
-7.091,1.967,1.762,-1725.570,1702.120,858.900
-7.305,0.914,2.184,-1339.030,1425.550,1129.240
-7.341,0.401,3.173,-887.460,1306.200,1252.300
-7.324,-0.635,3.591,-829.220,1092.420,1272.810
-7.201,-1.778,3.931,-821.940,874.720,1253.560
-6.691,-2.342,4.039,-699.370,759.360,1168.230
-5.911,-3.463,4.110,-479.080,528.150,1108.940
-5.486,-4.542,4.331,-377.930,323.960,919.240
-4.571,-5.019,4.625,-260.820,236.040,797.650
-3.676,-5.693,4.693,-220.850,41.090,527.870
-3.265,-6.056,4.534,-189.910,-127.190,240.240
-2.640,-6.079,4.175,-118.370,-220.710,95.970
-2.404,-5.573,3.931,-108.920,-354.970,-155.610
-2.430,-4.639,3.265,-148.050,-409.360,-371.350
-2.503,-4.125,2.577,-205.450,-491.820,-458.500
-2.412,-3.179,2.168,-202.090,-546.210,-600.320
-2.353,-2.302,1.649,-178.990,-570.080,-697.060
-2.375,-1.896,1.066,-142.800,-599.830,-729.190
-2.416,-1.209,0.823,-110.390,-602.420,-772.660
-2.382,-0.663,0.479,-60.200,-595.980,-794.850
-2.213,-0.427,0.223,-24.150,-573.650,-797.930
-1.989,-0.013,0.139,-8.120,-546.280,-792.400
-1.898,0.301,-0.032,20.930,-530.180,-770.140
-1.721,0.511,-0.116,47.180,-488.670,-753.620
-1.521,0.800,-0.233,60.200,-440.860,-710.290
-1.396,0.920,-0.281,74.340,-414.960,-657.510
-1.091,1.111,-0.288,77.490,-361.760,-630.210
-0.859,1.264,-0.253,68.810,-308.910,-577.080
-0.695,1.313,-0.238,63.350,-284.970,-528.150
-0.399,1.506,-0.189,35.280,-241.920,-494.270
-0.034,1.663,-0.083,-1.260,-220.570,-425.810
0.015,1.728,-0.427,-10.780,-197.680,-387.660
-0.014,1.932,-0.478,-21.700,-124.530,-287.210
0.050,1.987,-0.461,-35.350,-91.000,-184.100
0.210,1.978,-0.506,-17.920,-31.710,-134.330
0.290,1.956,-0.460,-6.930,28.560,-34.860
0.323,1.867,-0.313,-14.070,55.860,62.370
0.354,1.745,-0.149,30.730,97.860,104.370
0.239,1.494,-0.096,58.940,138.180,181.160
0.169,1.260,0.150,52.640,159.320,245.840
0.033,1.143,0.214,30.030,199.220,274.540
-0.092,0.910,0.316,28.770,233.100,322.630
-0.106,0.685,0.474,28.000,244.650,365.050
-0.151,0.583,0.543,37.870,259.770,381.850
-0.277,0.364,0.698,36.540,272.930,406.350
-0.348,0.256,0.845,14.000,279.370,421.050
-0.441,0.036,0.906,-8.050,287.840,424.830
-0.469,-0.184,1.037,-15.820,287.140,425.110
-0.505,-0.295,1.165,-28.210,284.340,421.400
-0.547,-0.503,1.225,-32.480,273.210,409.010
-0.572,-0.707,1.344,-35.350,266.560,387.380
-0.609,-0.804,1.471,-49.140,252.420,373.730
-0.615,-0.984,1.513,-54.530,232.190,342.160
-0.612,-1.152,1.597,-52.150,220.290,304.850
